experiment,method,notes,cfg.K,cfg.seq_len,cfg.n_sink,cfg.n_local,cfg.use_kernels,m.latency_ms,m.throughput_tps,m.p50_ms,m.p99_ms,m.std_ms,m.cache_hit_rate,m.ppl
k_sweep,topk,,128,4096,128,512,True,12.786971066666316,78.20460332524311,13.070160000001607,13.17657999999966,0.6824770226730351,0.95,8.401137412898667
k_sweep,topk,,256,4096,128,512,True,11.399211799999875,87.72536360803569,11.398652000000453,11.43539899999979,0.016717816493761015,0.95,8.401137412898667
k_sweep,topk,,512,4096,128,512,True,11.96026753333257,83.6101698572426,11.9626389999965,12.003467999996076,0.020999116640037386,0.95,8.401137412898667
k_sweep,topk,,1024,4096,128,512,True,13.052068133334652,76.61621053341158,13.053534000000866,13.067853000002572,0.010704261934165125,0.95,8.401137412898667
k_sweep,topk,,2048,4096,128,512,True,15.240009066667426,65.6167588631673,15.241482000000417,15.284094000001858,0.02422683803012954,0.95,8.401137412898667
k_sweep,topk,,4096,4096,128,512,True,9.073855533333603,110.20673586067272,9.070933000003834,9.113822000003324,0.017029663694601946,0.0,8.401137412898667
