experiment,method,notes,cfg.K,cfg.seq_len,cfg.n_sink,cfg.n_local,cfg.use_kernels,m.latency_ms,m.throughput_tps,m.p50_ms,m.p99_ms,m.std_ms,m.cache_hit_rate,m.ppl
k_sweep,topk,,128,4096,128,512,True,11.19719373333344,89.30809127853652,11.192138999998491,11.239518000000004,0.02177919498232689,0.95,8.401137412898667
k_sweep,topk,,256,4096,128,512,True,11.4900768000003,87.0316201889942,11.494787000000173,11.52395100000092,0.02087014142039944,0.95,8.401137412898667
k_sweep,topk,,512,4096,128,512,True,12.036492399999805,83.08068220937989,12.042688000001078,12.069337999999874,0.02210790756360043,0.95,8.401137412898667
k_sweep,topk,,1024,4096,128,512,True,13.12764033333309,76.17515216812018,13.11436499999985,13.162154999999842,0.029429196180700633,0.95,8.401137412898667
k_sweep,topk,,2048,4096,128,512,True,15.327715666666109,65.24129372876783,15.345154999998556,15.384538999995812,0.03473849783080379,0.95,8.401137412898667
k_sweep,topk,,4096,4096,128,512,True,9.116990199999483,109.68532136845522,9.107005000004165,9.153793999999493,0.027620846347786523,0.0,8.401137412898667
