experiment,method,notes,cfg.seq_len,cfg.n_layers,cfg.n_heads,cfg.head_dim,cfg.K,cfg.use_kernels,cfg.device,m.latency_ms,m.throughput_tps,m.speedup_vs_baseline,m.p50_ms,m.p90_ms,m.p99_ms,m.std_ms,m.cache_hit_rate,m.n_iter
kernel_bench,baseline,,2048,32,32,128,,,cuda,0.009244899999908776,108167.74654240365,1.0,0.008735999999842647,0.00999600000017864,0.014903999999482664,0.0013970548170860755,0.0,30
kernel_bench,topk_pytorch,,2048,32,32,128,1024,False,cuda,9.049057366666702,110.5087479811567,0.0010216423242009145,9.047338999999432,9.07762000000023,9.087684999999901,0.01785517747087679,0.0,30
kernel_bench,topk_triton,,2048,32,32,128,1024,True,cuda,22.13650539999996,45.17424868696762,0.00041763141168202605,9.1202749999999,9.151557000000032,399.5195819999999,71.27628626402101,0.0,30
kernel_bench,kivi_topk_hybrid_a,,2048,32,32,128,,,cuda,480.7565256333331,2.0800549689525947,1.922990018228009e-05,479.52124600000093,481.60320400000245,505.3708779999972,5.2984736020774506,0.0,30
kernel_bench,kivi_topk_hybrid_c,,2048,32,32,128,,,cuda,478.11250143333336,2.0915579429571496,1.9336244026653755e-05,477.91821199999873,480.6036660000004,484.3522110000009,2.0283572596132724,0.0,30
kernel_bench,baseline,,4096,32,32,128,,,cuda,0.009315133333605747,107352.19391786367,1.0,0.009060000003557889,0.00937599999417671,0.01376800000230105,0.0009122485574089326,0.0,30
kernel_bench,topk_pytorch,,4096,32,32,128,1024,False,cuda,13.364035099999919,74.82769930767438,0.0006970299960979453,13.364744000000428,13.377724999998009,13.38871499999783,0.012860090755836022,0.0,30
kernel_bench,topk_triton,,4096,32,32,128,1024,True,cuda,13.583073766666823,73.62103874117382,0.0006857897920325883,13.582034000002352,13.607177000004356,13.619899000005375,0.019758261563310328,0.0,30
kernel_bench,kivi_topk_hybrid_a,,4096,32,32,128,,,cuda,581.5318832666669,1.7195961713786905,1.601826761635046e-05,578.1047910000012,590.2135580000021,636.0125870000034,11.36063085942606,0.0,30
kernel_bench,kivi_topk_hybrid_c,,4096,32,32,128,,,cuda,573.6633126000006,1.743182765981188,1.623797988995843e-05,573.2308790000076,576.1037549999912,583.3586450000041,2.5450549837010428,0.0,30
kernel_bench,baseline,,8192,32,32,128,,,cuda,0.009138066666499373,109432.33798742702,1.0,0.009035999994466692,0.009374000001116656,0.011083999993388716,0.00043221426107571545,0.0,30
kernel_bench,topk_pytorch,,8192,32,32,128,1024,False,cuda,22.029516633333895,45.39364238645405,0.00041481013036264884,22.02763900000093,22.057922000001895,22.07448699999759,0.02374792692449221,0.0,30
kernel_bench,topk_triton,,8192,32,32,128,1024,True,cuda,22.57952066666557,44.287919781942605,0.00040470596348796795,22.583293999986154,22.60068600000409,22.716615999996748,0.038134126273489465,0.0,30
kernel_bench,kivi_topk_hybrid_a,,8192,32,32,128,,,cuda,773.3757335666671,1.2930325540318977,1.1815817680697434e-05,772.6160190000115,776.7142609999951,787.6411310000009,3.634241932683499,0.0,30
kernel_bench,kivi_topk_hybrid_c,,8192,32,32,128,,,cuda,767.613242666665,1.3027393802196932,1.1904519305521631e-05,767.2633729999916,770.751123999986,780.529099000006,3.801500709221706,0.0,30
kernel_bench,baseline,,16384,32,32,128,,,cuda,0.009207800000391822,108603.57522507512,1.0,0.009053000013636847,0.009320000003754103,0.011097999987441654,0.0004327204558863106,0.0,30
kernel_bench,topk_pytorch,,16384,32,32,128,1024,False,cuda,39.382044233331236,25.39228268789673,0.00023380706054356478,39.381034999991016,39.40501700000709,39.42569199998047,0.021062569765500125,0.0,30
kernel_bench,topk_triton,,16384,32,32,128,1024,True,cuda,40.497693166668114,24.692764496103607,0.00022736603693689796,40.494842000015296,40.517348000008724,40.53112500000111,0.017435573448306364,0.0,30
kernel_bench,kivi_topk_hybrid_a,,16384,32,32,128,,,cuda,1185.3647471333318,0.8436221866884307,7.767904370920281e-06,1170.8131370000103,1231.4805770000135,1292.804177999983,36.142637941844,0.0,30
kernel_bench,kivi_topk_hybrid_c,,16384,32,32,128,,,cuda,1167.4701426999982,0.8565529544826804,7.886968294621242e-06,1166.7124069999772,1170.3626859999758,1179.164098000001,3.099135073387184,0.0,30
